Sentiment, News Headline
neutral,"The Group 's business is balanced by its broad portfolio of sports and presence in all major markets ."
neutral,"It also has potential clients in the growing environmental and recycling technology sectors ."
neutral,"KESKO CORPORATION STOCK EXCHANGE RELEASE 28.02.2008 AT 09.30 1 ( 1 ) Kesko Corporation and Aspo plc today signed an agreement by which Aspo acquires the share capital of Kauko-Telko Ltd , a [...]"
neutral,"Sponda Plc Stock Exchange Release 5 December 2006 at 15.45 EUR 1.5 BILLION SYNDICATED CREDIT FACILITY FOR SPONDA Sponda has signed an agreement for a one-year syndicated credit facility for a[...]"
neutral,"According to its notice , Skandinaviska Enskilda Banken AB publ Helsinki Branch has on 10 August 2009 divested in total 11,958,000 Alma Media shares to Ilkka-Yhtyma Oyj and Kaleva Kustannus O[...]"
neutral,"As previously announced , GeoSentric Oyj entered into financing agreements with its lead investor on June 30 , 2010 enabling the Company to receive financing up to the aggregate amount of 6M [...]"
neutral,"At the same time , the market for automated liquid handling devices is already larger than that for pipettes , according to Biohit ."
neutral,"Efore 's CEO Reijo Maihaniemi said that the company has developed and already delivered power supply units to respective systems based on this technology to Chinese sector company ZTE Corp SHE[...]"
neutral,"Finnish Talvivaara Mining Co HEL : TLV1V said Thursday it had picked BofA Merrill Lynch and JPMorgan NYSE : JPM as joint bookrunners of its planned issue of convertible notes worth up to EUR25[...]"
neutral,"Lemminkainen Oyj said that it has signed credit agreements with Nordea Bank STO : NDA , Pohjola Bank HEL : POH1S , Sampo Bank HEL : SAMAS and Svenska Handelsbanken STO : SHB A ."
neutral,"Pohjola could increase its stake to 45 % in 2013 ."
neutral,"Scandic Feed will also diversify Tosno 's product portfolio further ."
neutral,"The agreement with JM is one in a series of contracts that TeliaSonera has signed in recent months with residential construction and real estate management companies in Sweden ."
neutral,"The estimated value of the contract is EUR12 .4 m. Vaisala , headquartered in Helsinki in Finland , develops and manufactures electronic measurement systems for meteorology , environmental sc[...]"
neutral,"The mall is part of the Baltic Pearl development project in the city of St Petersburg , where Baltic Pearl CJSC , a subsidiary of Shanghai Foreign Joint Investment Company , is developing hom[...]"
neutral,"The new facility , to be known as Technopolis Pulkovo , will introduce to the Russian market an entirely new concept of creating , operating and growing a commercially-funded science and tech[...]"
neutral,"Vacon controls a further 5 % of the company via investment fund Power Fund I. EUR 1.0 = USD 1.397"
neutral,"` This order is included in Wartsila 's order book in the second quarter , ' the company added ."
neutral,"`` Management decided at the end of 2005 to increase cathode copper capacity ."
neutral,"4 ) Complete name of the shareholder : Otto Henrik Bernhard Nyberg 5 ) Further information : The amount of shares now transferred corresponds to 5.68 % of the total number of shares in Aspo Pl[...]"
neutral,"Metso Paper 's delivery will comprise an Advantage DCT 200 tissue machine including quality control and distributed control systems ( QCS-DCS ) ."
neutral,"Net sales in 2007 totalled EUR 329 million and the operating margin was above 19 % ."
neutral,"To choose BasWare as the tools for our Financial Service seemed like a natural continuation of our cooperation '' , says Tommi Leskinen , Financial Applications Manager , Neste Oil Corporatio[...]"
neutral,"Under the agreement , Pfizer has been funding Biotie 's research activities on the PDE10 phosphodiesterase 10 inhibitor program since its start in late 2006 and has the sole authority to deve[...]"
neutral,"When the OMX market forwards mature on May 16 , 2008 , Novator Finland Oy 's direct shareholding in Amer Sports Corporation will exceed one-fifth 1-5 of the company 's shares and voting right[...]"
neutral,"`` These tests are part of a larger campaign which includes various customer trials and demonstrations to make LTE on 800 MHz commercially viable by this summer , '' Nokia Siemens head of LTE[...]"
neutral,"Helsinki on October 22 , 2008 SSH COMMUNICATIONS SECURITY CORP Board of Directors For further information , please contact : Tomi Laamanen , Chairman , tel. +358 0 400 609 544 Distribution : [...]"
neutral,"Patrizia adds the acquisition to a portfolio already worth EUR3bn ."
neutral,"The offer of some 30 million shares aimed to raise more than  x20ac 500 million US$ 640 million , was expected to be completed by Oct. 9 , Outokumpu said ."
neutral,"The Finnish company Stockmann has signed the contract with the company Technopolis ."
neutral,"The last job losses related to these reductions will take place during 2010 ."
neutral,"The third quarter result also includes a 400,000 euro ( $ 575,000 ) provision for down-sizing of lure manufacturing in Ireland ."
neutral,"Metso has announced plans to reorganize its service operations in Finland, with no immediate impact on personnel levels."
neutral,"The construction project is expected to be completed by the end of 2026, according to the company's latest announcement."
neutral,"Alma Media's digital business now accounts for approximately 55% of the group's total revenue."
neutral,"The Finnish Investment Fund has allocated EUR 25 million for new technology startups focusing on sustainable solutions."
neutral,"Neste Oil maintains its current production capacity at the Porvoo refinery despite market fluctuations."
neutral,"Nokia's R&D department is focusing on 6G technology development with a 10-year roadmap for implementation."
neutral,"Stora Enso has signed a memorandum of understanding regarding potential biofuel production at its existing facilities."
neutral,"After the reorganization, the company will have operations in 12 European countries with approximately 4,500 employees."
neutral,"The property developer plans to build 350 apartments in the Helsinki metropolitan area over the next three years."
neutral,"Finnair has updated its fleet renewal strategy with a focus on fuel efficiency and emission reduction."
neutral,"According to the statement, the value of the contract will be determined based on actual volumes during the period 2025-2028."
neutral,"The company has introduced a new employee share ownership program that will come into effect in January 2026."
neutral,"Kesko's international operations generated 22% of total revenue in the last financial year."
neutral,"UPM-Kymmene has established a research center focusing on next-generation packaging materials."
neutral,"Finnish pension fund Varma has adjusted its investment portfolio with increased allocation to domestic equities."
neutral,"The price of the transaction corresponds to EUR 22.50 per share, which is the average market price over the past six months."
neutral,"Cargotec plans to display its latest port automation solutions at the industry exhibition in Rotterdam next month."
neutral,"Following the transaction, the company's free float will be approximately 68% of the total shares outstanding."
neutral,"YIT has established a joint venture with a German construction company to enter the Central European infrastructure market."
neutral,"The automation platform enables manufacturing companies to reduce production setup times by an estimated 30%."
neutral,"Fortum's district heating network serves approximately 280,000 households in the Helsinki metropolitan area."
neutral,"Valmet will supply process technology and equipment for a pulp mill modernization project in Brazil."
neutral,"The company has secured long-term financing through a EUR 120 million bond with a maturity of seven years."
neutral,"Huhtamäki's packaging products are used in food service sectors across 35 countries worldwide."
neutral,"The annual shareholders' meeting will be held on April 15, 2025 at the company headquarters in Espoo."
neutral,"Orion Pharma has filed patent applications for 18 new pharmaceutical compounds developed in its laboratories."
neutral,"Konecranes has finalized an agreement with port operators in Singapore for the maintenance of lifting equipment."
neutral,"The industrial property portfolio consists of 12 buildings with a total leasable area of 85,000 square meters."
neutral,"Tikkurila's paint products are manufactured in six production facilities across Northern Europe."
neutral,"The transaction requires approval from competition authorities in three countries before completion."
neutral,"Basware estimates that the integration of the acquired company will be completed by the third quarter of 2025."
neutral,"The agricultural technology division accounts for approximately 28% of the group's total revenue."
neutral,"Metsä Group has updated its forest management practices according to the latest sustainability certification standards."
neutral,"Wärtsilä signed a letter of intent regarding a potential marine engine delivery to Asian shipbuilders."
neutral,"The dairy company processes approximately 800 million liters of milk annually in its production facilities."
neutral,"Lemminkäinen has received necessary permits for the construction project in Stockholm's industrial area."
neutral,"After the distribution of assets, the holding company will maintain a 35% stake in the operating business."
neutral,"According to Gran , the company has no plans to move all production to Russia , although that is where the company is growing ."
neutral,"Technopolis plans to develop in stages an area of no less than 100,000 square meters in order to host companies working in computer technologies and telecommunications , the statement said ."
negative,"The international electronic industry company Elcoteq has laid off tens of employees from its Tallinn facility ; contrary to earlier layoffs the company contracted the ranks of its office workers , the daily Postimees reported ."
positive,With the new production plant the company would increase its capacity to meet the expected increase in demand and would improve the use of raw materials and therefore increase the production profitability .
positive,"According to the company 's updated strategy for the years 2009-2012 , Basware targets a long-term net sales growth in the range of 20 % -40 % with an operating profit margin of 10 % -20 % of net sales ."
positive,FINANCING OF ASPOCOMP 'S GROWTH Aspocomp is aggressively pursuing its growth strategy by increasingly focusing on technologically more demanding HDI printed circuit boards PCBs .
positive,"For the last quarter of 2010 , Componenta 's net sales doubled to EUR131m from EUR76m for the same period a year earlier , while it moved to a zero pre-tax profit from a pre-tax loss of EUR7m ."
positive,"In the third quarter of 2010 , net sales increased by 5.2 % to EUR 205.5 mn , and operating profit by 34.9 % to EUR 23.5 mn ."
positive,Operating profit rose to EUR 13.1 mn from EUR 8.7 mn in the corresponding period in 2007 representing 7.7 % of net sales .
positive,"Operating profit totalled EUR 21.1 mn , up from EUR 18.6 mn in 2007 , representing 9.7 % of net sales ."
positive,TeliaSonera TLSN said the offer is in line with its strategy to increase its ownership in core business holdings and would strengthen Eesti Telekom 's offering to its customers .
positive,"STORA ENSO , NORSKE SKOG , M-REAL , UPM-KYMMENE Credit Suisse First Boston ( CFSB ) raised the fair value for shares in four of the largest Nordic forestry groups ."
positive,"A purchase agreement for 7,200 tons of gasoline with delivery at the Hamina terminal , Finland , was signed with Neste Oil OYj at the average Platts index for this September plus eight US dollars per month ."
positive,"Finnish Talentum reports its operating profit increased to EUR 20.5 mn in 2005 from EUR 9.3 mn in 2004 , and net sales totaled EUR 103.3 mn , up from EUR 96.4 mn ."
positive,"Clothing retail chain Sepp+�l+� 's sales increased by 8 % to EUR 155.2 mn , and operating profit rose to EUR 31.1 mn from EUR 17.1 mn in 2004 ."
positive,"Consolidated net sales increased 16 % to reach EUR74 .8 m , while operating profit amounted to EUR0 .9 m compared to a loss of EUR0 .7 m in the prior year period ."
positive,"Foundries division reports its sales increased by 9.7 % to EUR 63.1 mn from EUR 57.5 mn in the corresponding period in 2006 , and sales of the Machine Shop division increased by 16.4 % to EUR 41.2 mn from EUR 35.4 mn in the corresponding period in 2006 ."
positive,"HELSINKI ( AFX ) - Shares closed higher , led by Nokia after it announced plans to team up with Sanyo to manufacture 3G handsets , and by Nokian Tyres after its fourth-quarter earnings report beat analysts ' expectations , dealers said ."
positive,"Incap Contract Manufacturing Services Pvt Ltd , a subsidiary of Incap Corporation of Finland , plans to double its revenues by 2007-2008 ."
positive,"Its board of directors will propose a dividend of EUR0 .12 per share for 2010 , up from the EUR0 .08 per share paid in 2009 ."
positive,"Lifetree was founded in 2000 , and its revenues have risen on an average by 40 % with margins in late 30s ."
positive,"( Filippova ) A trilateral agreement on investment in the construction of a technology park in St Petersburg was to have been signed in the course of the forum , Days of the Russian Economy , that opened in Helsinki today ."
positive,"MegaFon 's subscriber base increased 16.1 % in 2009 to 50.5 million users as of December 31 , while its market share by the number of customers amounted to 24 % as of late 2009 , up from 23 % as of late 2008 , according to TeliaSonera estimates ."
positive,"Net income from life insurance doubled to EUR 6.8 mn from EUR 3.2 mn , and net income from non-life insurance rose to EUR 5.2 mn from EUR 1.5 mn in the corresponding period in 2009 ."
positive,Net sales increased to EUR193 .3 m from EUR179 .9 m and pretax profit rose by 34.2 % to EUR43 .1 m. ( EUR1 = USD1 .4 )
positive,"Net sales surged by 18.5 % to EUR167 .8 m. Teleste said that EUR20 .4 m , or 12.2 % , of the sales came from the acquisitions made in 2009 ."
positive,Nordea Group 's operating profit increased in 2010 by 18 percent year-on-year to 3.64 billion euros and total revenue by 3 percent to 9.33 billion euros .
positive,"Operating profit for the nine-month period increased from EUR13 .6 m , while net sales increased from EUR394 .7 m , as compared to the corresponding period in 2005 ."
positive,"Operating profit for the nine-month period increased from EUR3 .1 m and net sales increased from EUR61 .5 m , as compared to the corresponding period in 2007 ."
positive,"Operating profit for the three-month period increased from EUR1 .2 m , while revenue increased from EUR20 .2 m , as compared to the corresponding period in 2005 ."
positive,"The Brazilian unit of Finnish security solutions provider F-Secure signed up 1,500 new clients last year , online news source Reseller Web quoted the division 's commercial director , Vladimir Brand+_o , as saying ."
positive,"The company 's net profit rose 11.4 % on the year to 82.2 million euros in 2005 on sales of 686.5 million euros , 13.8 % up on the year , the company said earlier ."
positive,"The Lithuanian beer market made up 14.41 million liters in January , a rise of 0.8 percent from the year-earlier figure , the Lithuanian Brewers ' Association reporting citing the results from its members ."
positive,"Viking Line 's cargo revenue increased by 5.4 % to EUR 21.46 mn , and cargo volume increased by 2.4 % to 70,116 cargo units ."
positive,"The fair value of the property portfolio doubled as a result of the Kapiteeli acquisition and totalled EUR 2,686.2 1,259.7 million ."
positive,10 February 2011 - Finnish media company Sanoma Oyj HEL : SAA1V said yesterday its 2010 net profit almost tripled to EUR297 .3 m from EUR107 .1 m for 2009 and announced a proposal for a raised payout .
positive,"A Helsinki : ELIiV today reported EPS of EUR1 .13 for 2009 , an increase over EPS of EUR1 .12 in 2008 ."
positive,"Aspo Plc STOCK EXCHANGE RELEASE February 11 , 2011 at8 .45 a.m. ESL Shipping Ltd , part of Aspo Group , has signed a new , long-term contract with Rautaruukki Corporation for the marine transport of raw materials on the Baltic Sea ."
positive,"Commission income increased by 22 % to EUR 4.4 mn , and lending volume rose by 13.5 % ."
positive,"In January , traffic , measured in revenue passenger kilometres RPK , went up by 3.2 % and capacity , measured in available seat kilometres ASK , rose by 12.2 % ."
positive,"In January-September 2010 , Fiskars ' net profit went up by 14 % year-on-year to EUR 65.4 million and net sales to EUR 525.3 million from EUR 487.7 million ."
positive,"Net income from life insurance rose to EUR 16.5 mn from EUR 14.0 mn , and net income from non-life insurance to EUR 22.6 mn from EUR 15.2 mn in 2009 ."
positive,"Nyrstar has also agreed to supply to Talvivaara up to 150,000 tonnes of sulphuric acid per annum for use in Talvivaara 's leaching process during the period of supply of the zinc in concentrate ."
positive,"Sales for both the Department Store Division and Hobby Hall increased by 7 % , while sales for the clothing store subsidiary Seppala decreased by 4 % ."
positive,Sales have risen in other export markets .
positive,Sales increased due to growing market rates and increased operations .
positive,The agreement strengthens our long-term partnership with Nokia Siemens Networks .
positive,"The agreement was signed with Biohit Healthcare Ltd , the UK-based subsidiary of Biohit Oyj , a Finnish public company which develops , manufactures and markets liquid handling products and diagnostic test systems ."
positive,The company also estimates the already carried out investments to lead to an increase in its net sales for 2010 from 2009 when they reached EUR 141.7 million .
positive,"The company 's order book stood at 1.5 bln euro $ 2.2 bln on September 30 , 2007 , up by 24.2 pct on the year , with international orders amounting to 365 mln euro $ 534.3 mln ."
positive,"The company said that paper demand increased in all of its main markets , including of publication papers , and that it increased average paper prices by 4 percent compared with last year ."
positive,"The world 's second largest stainless steel maker said net profit in the three-month period until Dec. 31 surged to euro603 million US$ 781 million , or euro3 .33 US$ 4.31 per share , from euro172 million , or euro0 .94 per share , the previous year ."
positive,"Within the framework of the partnership , Nokia Siemens Networks has signed an initial framework purchase agreement with Sitronics subsidiary , JSC Mikron , which is the largest manufacturer and exporter of microelectronic components in Russia ."
positive,"Seppala 's revenue increased by 0.2 % to EUR10 .1 m. In Finland , revenue went down by 2.4 % to EUR6 .8 m , while sales abroad rose by 6.2 % to EUR3 .3 m. Sales increased in all the Baltic countries as well as in Russia and Ukraine ."
positive,"Shares of Standard Chartered ( STAN ) rose 1.2 % in the FTSE 100 , while Royal Bank of Scotland ( RBS ) shares rose 2 % and Barclays shares ( BARC ) ( BCS ) were up 1.7 % ."
positive,Shares of Nokia Corp. rose Thursday after the cell phone maker said its third-quarter earnings almost doubled and its share of the global handset market increased .
positive,"In its financial report , published on Friday , SEB said its net profit soared to SEK6 .745 bn in 2010 from a year-earlier SEK1 .114 bn and proposed a 50 % dividend increase to SEK1 .50 per share ."
positive,Sales for the Department Store Division increased by 15 % and sales for the clothing store subsidiary Seppala increased by 8 % Meanwhile sales for Hobby Hall decreased by 12 % .
neutral,"At the request of Finnish media company Alma Media 's newspapers , research manager Jari Kaivo-oja at the Finland Futures Research Centre at the Turku School of Economics has drawn up a future scenario for Finland 's national economy by using a model developed by the University of Denver ."
neutral,"In Sweden , Gallerix accumulated SEK denominated sales were down 1 % and EUR denominated sales were up 11 % ."
neutral,The company supports its global customers in developing new technologies and offers a fast route from product development to applications and volume production .
neutral,"When this investment is in place , Atria plans to expand into the Moscow market ."
neutral,"`` The new agreement is a continuation to theagreement signed earlier this year with the Lemminkainen Group , whereby Cramo acquired the entire construction machine fleet ofLemminkainen Talo Oy Ita - ja Pohjois Suomo , and signed asimilar agreement , '' said Tatu Hauhio , managing director ofCramo Finland ."
positive,"At first the contract envisaged the construction of three ferryboats with an option for two more units , further confirmed at a total value of 500 mln euro ( $ 645.8 mln ) ."
neutral,"In June it sold a 30 percent stake to Nordstjernan , and the investment group has now taken up the option to acquire EQT 's remaining shares ."
positive,"KESKO CORPORATION STOCK EXCHANGE RELEASE 28.02.2008 AT 09.30 1 ( 1 ) Kesko Corporation and Aspo plc today signed an agreement by which Aspo acquires the share capital of Kauko-Telko Ltd , a subsidiary wholly owned by Kesko ."
positive,Sponda Plc Stock Exchange Release 5 December 2006 at 15.45 EUR 1.5 BILLION SYNDICATED CREDIT FACILITY FOR SPONDA Sponda has signed an agreement for a one-year syndicated credit facility for a total of EUR 1.5 billion .
neutral,STOCK EXCHANGE ANNOUNCEMENT 20 July 2006 1 ( 1 ) BASWARE SHARE SUBSCRIPTIONS WITH WARRANTS AND INCREASE IN SHARE CAPITAL A total of 119 850 shares have been subscribed with BasWare Warrant Program .
positive,"The contract covers HDO platform , AC800 and CXE880 optical Fttb nodes designed to increase the forward and return path capacity of the transmission networks ."
neutral,The new plant is planned to have an electricity generation capacity of up to 350 megawatts ( MW ) and the same heat generation capacity .
positive,"The OMX Helsinki 25 index was up 0.92 pct at 2,518.67 and the Helsinki CAP portfolio index was 0.91 pct higher at 4,711.19 ."
neutral,"- So , the sales growth of cars considerably influence on the tires market '' ."
neutral,"A maximum of 666,104 new shares can further be subscribed for by exercising B options under the 2004 stock option plan ."
neutral,"As a result of the share issue , the number of the company 's shares increases by 391,630 shares and the share capital by a total of EUR 15,665.20 ."
neutral,"Finnish real estate investor Sponda Plc said on Wednesday 12 March that it has signed agreements with Danske Bank A-S , Helsinki Branch for a 7-year EUR150m credit facility and with Ilmarinen Mutual Pension Insurance Company for a 7-year EUR50m credit facility ."
neutral,"On the route between Helsinki in Finland and Tallinn in Estonia , cargo volumes increased by 36 % , while cargo volumes between Finland and Sweden fell by 9 % ."
neutral,"Other measures included increasing synergies and economies of scale within the Grimaldi Group and personnel adjustments , divestments and redelivery of excess tonnage ."
positive,"Rinkuskiai raised the sales by 18.1 percent , to 1.37 million liters , while the sales of Kauno Alus grew by 14.3 percent , to 960,000 liters ."
neutral,TELECOMWORLDWIRE-7 April 2006-TJ Group Plc sells stake in Morning Digital Design Oy Finnish IT company TJ Group Plc said on Friday 7 April that it had signed an agreement on selling its shares of Morning Digital Design Oy to Edita Oyj .
positive,TELECOMWORLDWIRE-7 April 2006-TJ Group Plc sells stake in Morning Digital Design Oy Finnish IT company TJ Group Plc said on Friday 7 April that it had signed an agreement on selling its shares of Morning Digital Design Oy to Edita Oyj .
neutral,"The 718,430 new Series A shares will become subject to trading on the Helsinki Stock Exchange 's Main List , together with the old Series A shares , on July 3 , 2006 ."
neutral,The fuel purchase contracts have been signed with three months ' delivery from this September to November .
neutral,Tiimari operates 194 stores in six countries -- including its core Finnish market -- and generated a turnover of 76.5 mln eur in 2005 .
positive,Under this agreement Biohit becomes a focus supplier of pipettors and disposable pipettor tips to VWR customers throughout Europe .
positive,"The combination of all services enabling us to offer a complex and strengthened service chain not only limited to the Baltic port connections but also for getting access to the world wide Grimaldi Network into the Mediterranean , Africa and North America `` says Uwe Bakosch ."
neutral,No blind-spots coming from 1 vantage point allows investigators to see the whole story in high resolution with no unbroken video .
positive,"The company still expects its turnover in 2010 to slightly increase from the level of 2009 , adding that `` market predictability is still too poor for trustworthy forecasts on the market development of the contract manufacturing business during the current year '' ."
positive,The acquisition will considerably increase Kemira 's sales and market position in the Russian metal industry coatings market .
positive,"In January-September 2007 , Finnlines ' net sales rose to EUR 505.4 mn from EUR 473.5 mn in the corresponding period in 2006 ."
positive,"Adjusted for changes in the Group structure , the Division 's net sales increased by 1.7 % ."
positive,"`` The change will optimize the operational efficiencies of our growing business , '' said Julia Prohaska , director of marketing communications for Fiskars ."
positive,"`` They would invest not only in the physical infrastructure , but would also provide know-how for managing and developing science and technology parks , '' said Sunrise Valley director Andrius Bagdonas ."
positive,"4 February 2011 - Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V saw its net profit jump to EUR2 .1 m for the last quarter of 2010 from EUR995 ,000 for the same period of 2009 ."
positive,Finnish Aktia Group 's operating profit rose to EUR 17.5 mn in the first quarter of 2010 from EUR 8.2 mn in the first quarter of 2009 .
positive,Finnish Bank of +_land 's consolidated net operating profit increased from EUR 4.8 mn in the first quarter of 2005 to EUR 6.4 mn in the first quarter of 2006 .
positive,"Finnish financial group Aktia reports operating profit of EUR 44.4 mn in January-September 2009 , up from EUR 37.3 mn in the corresponding period in 2008 ."
positive,"Finnish high technology provider Vaahto Group reports net sales of EUR 41.8 mn in the accounting period September 2007 - February 2008 , an increase of 11.2 % from a year earlier ."
positive,Net sales of Finnish food industry company L+�nnen Tehtaat 's continuing operations increased by 13 % in 2008 to EUR 349.1 mn from EUR 309.6 mn in 2007 .
positive,An individual promotion also generated slightly higher-than-expected revenues .
positive,Biohit already services many current Genesis customers and the customer base is expected to expand as a result of this agreement .
positive,"Both operating profit and turnover for the three-month period increased , respectively from EUR0 .9 m and EUR8 .3 m , as compared to the corresponding period in 2005 ."
positive,Circulation revenue has increased by 5 % in Finland and 4 % in Sweden in 2008 .
positive,Clothing chain Sepp+�l+� 's net sales increased by 7.0 % to EUR 30.8 mn .
positive,Construction volumes meanwhile grow at a rate of 10-15 percent annually .
positive,Finnish and Swedish construction markets are still experiencing an estimated 4 % annual growth in 2008 .
positive,"However , Biohit estimates its total net sales will continue to grow in 2009 , and that favourable trends in net sales will lead to a profit in 2009 ."
positive,"In 2009 , Fiskars ' cash flow from operating activities amounted to EUR121m , up from EUR97m in the previous year ."
positive,"In Lithuania , operating profit rose to EUR 190,000 from EUR 70,000 in the corresponding period in 2005 ."
positive,"In the fourth quarter of 2008 , net sales increased by 2 % to EUR 1,050.7 mn from EUR 1,027.0 mn in the fourth quarter of 2007 ."
positive,"International sales rose by 59.8 % to EUR 1,244.4 mn ."
neutral,Kalmar Espana generated net sales of some 11.3 mln euro $ 14.8 mln in 2005 .
positive,Net sales grew in the period to  x20ac 402 million $ 585US million from  x20ac 401 million in 2006 .
positive,Net sales increased to EUR655m in April to June 2010 from EUR438m a year earlier .
positive,"Net sales rose by 25.5 % year-on-year to EUR59 .6 m , as the number of chargers delivered went up by 41 % to 65.9 million pieces ."
positive,"Net sales totaled EUR 93.6 mn , up from EUR 93.2 mn in the corresponding period in 2005 ."
positive,"Nokia also noted the average selling price of handsets declined during the period , though its mobile phone profit margin rose to more than 22 percent from 13 percent in the year-ago quarter ."
positive,Operating profit increased by 145.1 % to EUR 8.3 mn from EUR 3.4 mn .
positive,Operating profit margin increased from 11.2 % to 11.7 % .
positive,Operating profit rose to EUR 3.11 mn from EUR 1.22 mn in the corresponding period in 2009 .
positive,Operating profit rose to EUR 5mn from EUR 2.8 mn in the fourth quarter of 2008 .
positive,"Operating profit was EUR 24.5 mn , up from EUR 23.0 mn ."
positive,"Ramirent 's net sales in the second quarterended June 30 were EURO 128.7 million about U.S. $ 163 million , a 3.3-percent increase compared with EURO 124.6 million for thesecond quarter last year ."
positive,"Revenue grew by 2 percent to  x20ac 580 million $ 743 million , from  x20ac 569 million ."
positive,Ruukki announced that it has signed an agreement with Aker Solutions of Norway to supply 24 suction anchors in September 2010 from its Kalajoki unit in Finland .
positive,"Ruukki 's delivery volumes and selling prices showed favourable development and the company 's comparable net sales grew by 50 % year-on-year to EUR647m , CEO Sakari Tamminen said ."
positive,Sanoma Magazines ' net sales are estimated to grow in 2006 .
positive,The bank forecasts Finland 's GDP will grow by 2 % in 2010 and in 2011 .
positive,"The circuit 's overall production rate on a weekly basis is now in excess of an average of 40,000 tonnes per day , with volumes in excess of 50,000 tonnes per day being reached on individual days ."
positive,"The company 's consolidated operating profit amounted to EUR 15.86 mn , up from EUR 4.14 mn year-on-year ."
positive,The Department Store Division reported an increase in sales of 4 per cent .
positive,The fair value of the company 's investment properties grew to EUR 2.803 billion at the end of March 2009 from EUR 2.691 million a year ago .
positive,"The last quarter was the best quarter of 2009 in net sales , and the operating margin rose to 12.2 % ."
positive,"The major breweries increased their domestic beer sales by 4.5 per cent last year , to 256.88 million litres from 245.92 million litres in 2004 ."
positive,"The transaction doubles Tecnomens workforse , and adds a fourth to their net sales ."
positive,- Operating profit rose by 26.9 % to EUR 105.8 ( 83.4 ) million .
positive,"`` After this purchase , Cramo will become the second largest rental services provider in the Latvian market ."
positive,"`` The priority for 2009 was to strengthen the company 's balance sheet and increase cash flow , '' CEO Hannu Krook said ."
positive,`` The purchase of the operations is part of YIT 's strategy to expand its offering of building system services geographically . ''
positive,21 October 2010 - Finnish fishing tackle company Rapala VMC Corp ( HEL : RAP1V ) said today its net profit rose to EUR18 .9 m for the first nine months of 2010 from EUR15 .1 m for the same period a year earlier .
neutral,"A structures BIM ( building information modeling ) software from Tekla , a model-based software provider , has been adopted for the construction management and delivery of a university project in Abu Dhabi ."
positive,"According to Finnish Metso Minerals , the value of the company 's orders has gone up to EUR 1.9 bn in 12 months ."
positive,Finnish Aldata Solution has signed a contract of supply its G.O.L.D. system to two French retail chains .
positive,Finnish Bank of +_land reports its operating profit rose to EUR 21.3 mn in the second quarter of 2009 from EUR 6.1 mn in the corresponding period in 2008 .
positive,Finnish financial group Aktia 's operating profit for 2009 increased to EUR 47.0 mn from EUR 6.6 mn in 2008 .
positive,Finnish forest machinery manufacturer Ponsse 's net sales grew to EUR 51.3 mn in the first quarter of 2010 from EUR 37.5 mn in the corresponding period in 2009 .
positive,Finnish KCI Konecranes has raised its net sales growth estimate for 2006 from over 25 % to over 35 % .
positive,Finnish Okmetic that manufactures and processes silicon wafers for the semiconductor and sensor industries and Norwegian solar wafer company NorSun have signed a contract under which Okmetic will supply NorSun mono silicon crystals for use in solar cell manufacturing .
positive,Finnish pharmaceuticals company Orion 's net sales rose to EUR 190mn in the first quarter of 2009 from EUR 180mn in the first quarter of 2008 .
positive,"Finnish Ponsse has signed an agreement with Babcock Africa for the distribution and support of Ponsse forest machines , harvester heads , and information systems in South Africa ."
positive,South African Sappi will become the largest foreign forest industry company operating in Finland as a result of the acquisition Finnish M-real Corporation 's Graphic Papers Business unit .
positive,According to Deputy MD Pekka Silvennoinen the aim is double turnover over the next three years .
positive,"According to HKScan Finland , the plan is to increase J+�rvi-Suomen Portti 's net sales to EUR 80mn to EUR 100mn ."
positive,"Advertising and circulation revenues grew by 3.4 % and by 0.4 % , respectively ."
positive,"After the takeover , Cramo will become the second largest rental services provider in the Latvian market ."
positive,"Again , the most significant sales increase of 18.6 % was in Russia ."
positive,Alma Media expects its net sales to increase as forecast previously .
positive,Also Lemmink+�inen 's profit for accounting period went up to EUR 3.1 mn from EUR -24.5 mn a year ago .
positive,"At the end of March 2007 , the group 's order book was at EUR 39.6 mn , up 42 % from the corresponding period in 2006 ."
positive,"At the same time profit of the company increased by 10 % in H1 and reached Ls 79,000 ."
neutral,Aviation Systems Maintenance is based in Kansas and generated net sales of USD 2.6 million for 2008 .
positive,"Besides we have increased the share of meat in various sausages and are offering a number of new tastes in the grill products and shish kebabs segment , '' Paavel said ."
positive,"Both operating profit and net sales for the 12-month period increased , respectively from EUR10 .5 m and EUR28 .8 m , as compared to the financial year 2004 ."
positive,"Both operating profit and net sales for the 12-month period increased , respectively from EUR20 .8 m and EUR177 .7 m , as compared to the financial year 2004 ."
positive,"Both operating profit and net sales for the 12-month period increased , respectively from EUR21 .5 m and EUR196 .1 m , as compared to 2005 ."
positive,"Both operating profit and net sales for the 12-month period increased , respectively from EUR4 .7 m and EUR26 .7 m , as compared to 2004 ."
positive,"Both operating profit and net sales for the nine-month period increased , respectively by 26.6 % and 3.4 % , as compared to the corresponding period in 2006 ."
positive,"Both operating profit and net sales for the six-month period increased , respectively , from EUR13 .8 m and EUR143 .6 m , as compared to the corresponding period in 2007 ."
positive,"Both operating profit and net sales for the six-month period increased , respectively from EUR0 .4 m and EUR3 .2 m , as compared to the corresponding period in 2005 ."
