Sentiment,News Headline,clean_text,sentiment_encoded
positive,HELSINKI AFX - Outokumpu said its technology unit has won a 28 mln eur contract from Bosnia-Herzegovina 's Aluminij dd Mostar to upgrade an anode plant .,helsinki afx outokumpu said technology unit mln eur contract bosniaherzegovina aluminij dd mostar upgrade anode plant,2
positive,"HK Ruokatalo now accounts for about 50 % of poultry sales in Finland , and profitability is at a good level .",hk ruokatalo account poultry sale finland profitability good level,2
positive,"However , the bottom-line result improved thanks to positive financial items .",however bottomline result improved thanks positive financial item,2
positive,"Kesko Agro Lietuva , the agricultural machinery and grain trader and another member of the Kesko Group , boosted its sales by 42.9 percent to 13.4 million euros , VAT inclusive .",kesko agro lietuva agricultural machinery grain trader another member kesko group boosted sale percent million euro vat inclusive,2
positive,"Lee & Man Paper and Metso have a long and prosperous co-operation , a good example of which are the Changshu and Hongmei kraftliner machines delivered earlier .",lee man paper metso long prosperous cooperation good example changshu hongmei kraftliner machine delivered earlier,2
positive,"London 's leading shares today jumped almost 100 points , or 1.7 % , as the market opened .",london leading share today jumped almost point market opened,2
positive,Metso said it has won an order worth around 40 mln eur to supply a kraftliner board machine to China 's Lee & Man Paper Co. .,metso said order worth around mln eur supply kraftliner board machine china lee man paper co,2
positive,"Mika Stahlberg , VP F-Secure Labs , said , `` We are excited and proud that F-Secure has been recognized by AV-Comparatives as the Product of the Year .",mika stahlberg vp fsecure lab said excited proud fsecure recognized avcomparatives product year,2
positive,"The Ministry of Water in Tanzania has awarded Poyry a water and sanitation engineering assignment for the rehabilitation and extension of water supply and sanitation infrastructure in Bukoba and Musoma , situated at Lake Victoria in northern Tanzania .",ministry water tanzania awarded poyry water sanitation engineering assignment rehabilitation extension water supply sanitation infrastructure bukoba musoma situated lake victoria northern tanzania,2
positive,The policy was also aimed at making the companies more profitable and competitive .,policy also aimed making company profitable competitive,2
positive,"The three year turn-around program is expected to ensure Salomon 's future competitiveness , the company said .",three year turnaround program expected ensure salomon future competitiveness company said,2
positive,"We are very pleased with the fine co-operation between the two countries in recent times , he said .",pleased fine cooperation two country recent time said,2
positive,"Finland 's leading metals group Outokumpu said its fourth-quarter net profit more than tripled on the back of strong global demand for stainless steel , soaring base metal prices and proceeds from the sale of its technology unit .",finland leading metal group outokumpu said fourthquarter net profit tripled back strong global demand stainless steel soaring base metal price proceeds sale technology unit,2
neutral,"Neste Oil Corporation is a refining and marketing company concentrating on clean , high-quality traffic fuels .",neste oil corporation refining marketing company concentrating clean highquality traffic fuel,1
neutral,"Aug. 31 , 2009 (Gawker Media delivered by Newstex)-- If you love fishing video games but felt that there just was n't enough wackiness involved , then Activision 's (NASDAQ : ATVI) Rapala : We Fish might just catch your eye with its family-fun hook .",aug gawker medium delivered newstex love fishing video game felt nt enough wackiness involved activision nasdaq atvi rapala fish might catch eye familyfun hook,1
neutral,"The company has the poser , who wants to impress people with the latest handset .",company poser want impress people latest handset,1
positive,"`` We are delighted to announce our support for Intel based handheld platforms , the capabilities of which have made our development easier and faster .",delighted announce support intel based handheld platform capability made development easier faster,2
positive,"According to Bosse , the present cooperation is beneficial to all parties , however .",according bosse present cooperation beneficial party however,2
positive,`` We are proud to contribute to the creation of a world-class airport facility with KONE 's innovative People Flow TM solutions .,proud contribute creation worldclass airport facility kone innovative people flow tm solution,2
negative,Finnish insurance company Fennia and Kesko Group are ending their loyal customer cooperation .,finnish insurance company fennia kesko group ending loyal customer cooperation,0
neutral,According to an  posted by the World Intellectual Property Organization : `` The present invention relates to hydrocarbons and particularly to the manufacture of hydrocarbon components suitable as aviation fuels or jet fuels and as blending stocks for aviation fuels .,according posted world intellectual property organization present invention relates hydrocarbon particularly manufacture hydrocarbon component suitable aviation fuel jet fuel blending stock aviation fuel,1
neutral,And that 's exactly what happened on a recent weekday when an East Haven baker was brought in to remind residents about the Easter tradition of making wheat and rice pies .,exactly happened recent weekday east baker brought remind resident easter tradition making wheat rice pie,1
neutral,Any investment or investment activity to which this communication relates is only available to relevant persons and will be engaged in only with relevant persons .,investment investment activity communication relates available relevant person engaged relevant person,1
positive,"Efore 's presence here also opens up new and interesting development opportunities for our students , '' the dean of the Faculty of Electronics , Communications and Automation at TKK said .",efore presence also open new interesting development opportunity student dean faculty electronics communication automation tkk said,2
neutral,"Fortum needs a clear signal of commitment from the Government that the permit is available before the company will start the next round , Kuula says .",fortum need clear signal commitment government permit available company start next round kuula say,1
neutral,It helps our stakeholders get a better understanding of our operations and the challenges in stainless steel business .,help stakeholder get better understanding operation challenge stainless steel business,1
neutral,"Mr. Mika Korpinen , APAC Vice President for Comptel concludes : `` Comptel is once again demonstrating the importance of providing reliable delivery and enabling time-to-market .",mr mika korpinen apac vice president comptel concludes comptel demonstrating importance providing reliable delivery enabling timetomarket,1
neutral,"Music is provided by all major international and regional labels including Universal Music Group , Sony Music Entertainment , Warner Music , EMI Music , Rotana , Mazzika , Melody Music , Platinum Records , and leading content aggregator The Orchard , as well as thousands of independent labels .",music provided major international regional label including universal music group sony music entertainment warner music emi music rotana mazzika melody music platinum record leading content aggregator orchard well thousand independent label,1
neutral,Nordea Bank has a large share and vast experience in the Nordic credit card market .,nordea bank large share vast experience nordic credit card market,1
neutral,"One can even receive on the spot alerts as soon as jobs are posted , putting you at the front of the queue for opportunities .",one even receive spot alert soon job posted putting front queue opportunity,1
positive,One of my colleagues summed up the E7 quite aptly when he remarked : `` Fantastic hardware .,one colleague summed e quite aptly remarked fantastic hardware,2
neutral,"Strong brand visibility nationally and regionally is of primary importance in home sales , vehicle and consumer advertising .",strong brand visibility nationally regionally primary importance home sale vehicle consumer advertising,1
positive,Swiss franc surged to record 1.42 euros after it reported sharpest gain in manufacturing in March .,swiss franc surged record euro reported sharpest gain manufacturing march,2
neutral,Technopolis said before the protocol was signed that the techno-park would be built at a site covering more than six hectares in the Neudorf special economic zone and that it planned to invest 200 million euros in the project until 2009 inclusive .,technopolis said protocol signed technopark would built site covering six hectare neudorf special economic zone planned invest million euro project inclusive,1
neutral,"The add-on order contains , among others , control valves and instrumentation as well as complete mill engineering and electrification with Metso drive controls .",addon order contains among others control valve instrumentation well complete mill engineering electrification metso drive control,1
positive,"The CL51 is designed to measure cloud base height and vertical visibility in all weather conditions , which makes it an ideal instrument for meteorological applications that rely on reliable cloud height detection .",cl designed measure cloud base height vertical visibility weather condition make ideal instrument meteorological application rely reliable cloud height detection,2
neutral,"The company 's objective is to offer the best people flow experience by developing and delivering solutions that enable people to move smoothly , safely , comfortably and without waiting in buildings in an increasingly urbanizing environment .",company objective offer best people flow experience developing delivering solution enable people move smoothly safely comfortably without waiting building increasingly urbanizing environment,1
neutral,The indexes include the top companies that are committed to sustainable development .,index include top company committed sustainable development,1
neutral,"The paper industry 's de-inking sludge , which is produced in mills that use recycled fiber when printing ink is removed from recovered paper , is also a suitable raw material .",paper industry deinking sludge produced mill use recycled fiber printing ink removed recovered paper also suitable raw material,1
neutral,The repurchase of the bonds was executed in the open market in accordance with section 7 f of the terms and conditions of the Convertible Bonds .,repurchase bond executed open market accordance section f term condition convertible bond,1
neutral,"Tip of the week Panfish like bluegills are great fun to catch , especially for children new to fishing .",tip week panfish like bluegill great fun catch especially child new fishing,1
neutral,"With Aldata , we can help retailers ensure that their merchandising and selections reflect customer demand and their evolving shopping behavior . ''",aldata help retailer ensure merchandising selection reflect customer demand evolving shopping behavior,1
positive,- I am pleased that Bjorn Wahlroos has accepted the nomination .,pleased bjorn wahlroos accepted nomination,2
neutral,"`` Korean consumers are tech-savvy and leading the pack in terms of design , '' Gill Hyun-chang , president of Motorola Korea Inc. , told Dow Jones Newswires in an interview .",korean consumer techsavvy leading pack term design gill hyunchang president motorola korea inc told dow jones newswires interview,1
positive,"`` QPR 8 integrated management system is the fastest , easiest and most efficient way for organizations all around the world to take control of their human-centric business processes .",qpr integrated management system fastest easiest efficient way organization around world take control humancentric business process,2
positive,"`` We are delighted to welcome Elisa to our Board of Directors , '' said Garry McGuire , CEO of RMG Networks .",delighted welcome elisa board director said garry mcguire ceo rmg network,2
neutral,`` We want to serve K-citymarket customers by offering them interesting and topical selections .,want serve kcitymarket customer offering interesting topical selection,1
neutral,Finnish food industry companies are interested in the opportunities provided by Ukraine .,finnish food industry company interested opportunity provided ukraine,1
neutral,"Finnish newspaper publisher Sanoma , of media group SanomaWSOY , is merging its free sheets Uutislehti 100 and Metro as of mid-September 2008 to form a new free sheet to be named Metro .",finnish newspaper publisher sanoma medium group sanomawsoy merging free sheet uutislehti metro midseptember form new free sheet named metro,1
neutral,Finnish Raute Precision that supplies weighing and dosing systems and plants is changing its name to Lahti Precision .,finnish raute precision supply weighing dosing system plant changing name lahti precision,1
neutral,"Finnish Suominen Corporation that makes wipes , nonwovens , and flexible packaging , has a plant near Warsaw , in Poland , that makes flexible packaging .",finnish suominen corporation make wipe nonwovens flexible packaging plant near warsaw poland make flexible packaging,1
positive,The representative body of Swedish Meats approved an improved offer from Finnish HK Ruokatalo to acquire the company .,representative body swedish meat approved improved offer finnish hk ruokatalo acquire company,2
neutral,"According to Mark White , Locatrix Communications ' CEO , the company 's web services interface allows device owners , friends , and family to track and locate TWIG users via any web browser .",according mark white locatrix communication ceo company web service interface allows device owner friend family track locate twig user via web browser,1
neutral,Active shipping is essential for Finland .,active shipping essential finland,1
positive,After the renovation the biggest moulding line in the Orhangazi foundry is the most modern line in Europe .,renovation biggest moulding line orhangazi foundry modern line europe,2
neutral,Basic banking activities continued as normal .,basic banking activity continued normal,1
neutral,"cents Scout for potential acquisition targets , with detailed insight into the companies financial and operational performance .",cent scout potential acquisition target detailed insight company financial operational performance,1
neutral,"Chic and cheerful , Finnish design house Marimekko has been sending its geometric textiles out into the world for the past 60 years .",chic cheerful finnish design house marimekko sending geometric textile world past year,1
neutral,"Community gardening has become a popular activity , especially to raise vegetables .",community gardening become popular activity especially raise vegetable,1
neutral,"CompaniesandMarkets.com provides a wide range of research reports , industry statistics and competitive intelligence on the industrial sector .",companiesandmarketscom provides wide range research report industry statistic competitive intelligence industrial sector,1
positive,"Finland 's Neste Oil has been awarded the Chemical Industry Federation of Finland 's Innovation Award for its NExBTL technology , which enables biodiesel to be produced from vegetable oil and animal fat .",finland neste oil awarded chemical industry federation finland innovation award nexbtl technology enables biodiesel produced vegetable oil animal fat,2
positive,Finnish electronics manufacturer PKC Group Oyj ( OMX Helsinki : PKC1V ) said on Wednesday ( 31 December ) that it has completed the acquisition of MAN Nutzfahrzeuge AG 's cable harness business from MAN Star Trucks & Buses Spolka zoo in Poland .,finnish electronics manufacturer pkc group oyj omx helsinki pkcv said wednesday december completed acquisition man nutzfahrzeuge ag cable harness business man star truck bus spolka zoo poland,2
neutral,Forest certification is a voluntary system aimed at promoting sustainable forest management in commercial forests .,forest certification voluntary system aimed promoting sustainable forest management commercial forest,1
neutral,"France T+_l+_com spent more time studying TeliaSonera than other potential takeover targets because it has a shareholder that wants to sell , Pellissier said .",france tlcom spent time studying teliasonera potential takeover target shareholder want sell pellissier said,1
neutral,F-Secure Online Backup automatically protects all the content stored on a computer or smartphone by making a copy of the content to an online location .,fsecure online backup automatically protects content stored computer smartphone making copy content online location,1
neutral,He said things will be different when new Finnish nuclear power stations go into operation and the large hydro powered stations of northern Europe have a good year .,said thing different new finnish nuclear power station go operation large hydro powered station northern europe good year,1
positive,"Higher bit rates for outgoing traffic improves the end-user experience of mobile broadband services such as video conferencing , file sharing and sending e-mails with attachments .",higher bit rate outgoing traffic improves enduser experience mobile broadband service video conferencing file sharing sending email attachment,2
neutral,Honkarakenne Oyj - a world-leading manufacturer of genuine wooden homes - will be sponsoring Finnish crosscountry skier Virpi Kuitunen for the next three years .,honkarakenne oyj worldleading manufacturer genuine wooden home sponsoring finnish crosscountry skier virpi kuitunen next three year,1
positive,"I am looking forward to contribute to SRV 's success with my competence '' , says Taneli Hassinen .",looking forward contribute srv success competence say taneli hassinen,2
neutral,In his turn Fradkov said Russia is interested in adopting Finnish experience in forming technology parks in the framework of implementing the law on special economic zone .,turn fradkov said russia interested adopting finnish experience forming technology park framework implementing law special economic zone,1
positive,"It combines a perfect price performance with sophisticated management facilities , the company said .",combine perfect price performance sophisticated management facility company said,2
positive,"It provides customers with industry-leading elevators , escalators and innovative solutions for maintenance and modernization .",provides customer industryleading elevator escalator innovative solution maintenance modernization,2
neutral,It said Comptel delivers reliable provisioning and activation solutions which improve fulfilment processes for operators .,said comptel delivers reliable provisioning activation solution improve fulfilment process operator,1
positive,"Kemira Coatings is the leading supplier of paints in Northern and Eastern Europe , providing consumers and professionals with branded products in approx .",kemira coating leading supplier paint northern eastern europe providing consumer professional branded product approx,2
neutral,L&T has also made a commitment to redeem the remaining shares by the end of 2011 .,lt also made commitment redeem remaining share end,1
neutral,Proline Plus is a mechanical liquid handling device with a robust design suitable for all types of applications .,proline plus mechanical liquid handling device robust design suitable type application,1
neutral,"Nokia said that its next generation mobile gaming platform makes it easy for people to find , buy , play and share rich and immersive games on a range of Nokia devices .",nokia said next generation mobile gaming platform make easy people find buy play share rich immersive game range nokia device,1
neutral,"Of Bavelloni 's and NST 's joint ventures , Bavelloni Tools , completes semiproducts that are produced in Italy into high-quality tools that will be sold under the DiaPol brand .",bavelloni nst joint venture bavelloni tool completes semiproducts produced italy highquality tool sold diapol brand,1
neutral,Panostaja is a financially secure Finnish multi-field corporation that creates healthy companies and company entities .,panostaja financially secure finnish multifield corporation creates healthy company company entity,1
positive,Poyry has a good track record of major transportation projects in Latin America .,poyry good track record major transportation project latin america,2
neutral,Shareholders have a right to put on the agenda of the AGM items that are within the competence of the general meeting .,shareholder right put agenda agm item within competence general meeting,1
neutral,"So far the company has awarded more than $ 350,000 worth of tools and materials .",far company awarded worth tool material,1
neutral,"Supported Nokia phones include : N96 , N95-8GB , N95 , N93-N931 , N92 , N85 , N82 , N81 , N80 , N79 , N78 , N77 , N76 , N75 , N73 , N72 , N71 , E90 , E71 , E70 , E66 , E65 , E62 , E61-E61i , E60 , E51 , E50 , Touch Xpress 5800 , 6220 Classic , 6210 Navigator , 6120 Classic , 6110 Navigator , 5700 , 5500 , 5320XM .",supported nokia phone include n ngb n nn n n n n n n n n n n n n n e e e e e e eei e e e touch xpress classic navigator classic navigator xm,1
positive,"The Basware Connectivity services allow companies to handle purchase to pay processes online and make their internal processes more efficient , '' said CEO Ilkka Sihvo , Basware Corporation .",basware connectivity service allow company handle purchase pay process online make internal process efficient said ceo ilkka sihvo basware corporation,2
neutral,The company 's main shareholders Lihakunta and Itikka Osuuskunta have both made a commitment to acquire shares worth EUR 20mn .,company main shareholder lihakunta itikka osuuskunta made commitment acquire share worth eur mn,1
neutral,The Engines in Asia-Pacific industry profile is an essential resource for top-level data and analysis covering the engines industry .,engine asiapacific industry profile essential resource toplevel data analysis covering engine industry,1
positive,"The iTunes-based material will be accessible on Windows-based or Macintosh computers and transferable to portable devices , including Apple 's iPods .",itunesbased material accessible windowsbased macintosh computer transferable portable device including apple ipod,2
neutral,"The machine will have an annual production capacity of 200,000 tonnes of super-calendered magazine paper and other paper grades based on recovered fiber , Stora Enso said .",machine annual production capacity tonne supercalendered magazine paper paper grade based recovered fiber stora enso said,1
neutral,The Moscow Metro ( www.mosmetro.ru ) was the first metro system in Europe to implement smart cards together with a new type of magnetic card in 1998 .,moscow metro wwwmosmetroru first metro system europe implement smart card together new type magnetic card,1
neutral,The StoneGate product is centrally manageable and suited for both physical and virtual environments .,stonegate product centrally manageable suited physical virtual environment,1
neutral,"The total scholarship amount was 40,000 euros and the recipients were chosen on the recommendation of fine arts universities and sports associations .",total scholarship amount euro recipient chosen recommendation fine art university sport association,1
neutral,The tower 's engineers have created an 18 degree westward lean - four times the inclination on the Leaning Tower of Pisa - using diagrid structures that are aligned geometrically using Tekla Structures BIM ( Building Information Modeling ) software .,tower engineer created degree westward lean four time inclination leaning tower pisa using diagrid structure aligned geometrically using tekla structure bim building information modeling software,1
neutral,The winners included the Honda Odyssey for minivan and the Nissan Armada for large SUV .,winner included honda odyssey minivan nissan armada large suv,1
neutral,"These companies own a 20,000 sq. m. office and commercial building and substantial amount of building right for a new shopping center in Liljeholmen , Stockholm .",company sq office commercial building substantial amount building right new shopping center liljeholmen stockholm,1
positive,This bold spinning 360 red fabric design is set beautifully on Ercols Napoli sofa .,bold spinning red fabric design set beautifully ercols napoli sofa,2
positive,TomTom has given assurances that it will continue to sell maps to competitors if it wins EU approval .,tomtom given assurance continue sell map competitor win eu approval,2
neutral,We are also pleased to welcome the new employees to Tieto . ',also pleased welcome new employee tieto,1
positive,"We are very excited working with Maxis on this first commercial deployment of ` Master of Maya ' , said Joe Doering , Head of the Asia South region at Nokia Siemens Networks .",excited working maxi first commercial deployment master maya said joe doering head asia south region nokia siemens network,2
neutral,We do hope that this will in the future turn out to be a novel method for the prevention of alcohol and tobacco smoking associated oral cancers .,hope future turn novel method prevention alcohol tobacco smoking associated oral cancer,1
neutral,"While I cant understand what theyre saying , its impressive to watch him hit that ball at those speeds .",cant understand theyre saying impressive watch hit ball speed,1
positive,"`` It gives us a sense of pride and exposure , '' said Bruce Hansen , the SVH sales representative for Wolverine .",give u sense pride exposure said bruce hansen svh sale representative wolverine,2
positive,"`` Nokia 's Calling All Innovators Africa competition has been specifically launched to enable developers to create locally relevant , best-of-breed mobile applications . ''",nokia calling innovator africa competition specifically launched enable developer create locally relevant bestofbreed mobile application,2
positive,"`` P&O Ferries now has a very efficient and powerful vessel for its Dover to Calais route , '' head of the shipbuilder 's Rauma yard , Timo Suistio , said .",po ferry efficient powerful vessel dover calais route head shipbuilder rauma yard timo suistio said,2
neutral,`` People who enjoy mobile games are often the same customers who enjoy experimenting with new mobile services and content .,people enjoy mobile game often customer enjoy experimenting new mobile service content,1
neutral,`` Russia is ready to participate in an open tender for Lattelecom 's privatization .,russia ready participate open tender lattelecom privatization,1
neutral,"`` Subscribers can browse free numbers with their handset , and select the numbers , packages and services they prefer when activating the phone .",subscriber browse free number handset select number package service prefer activating phone,1
positive,"`` We are happy to be working with Rapala to encourage boaters and anglers to introduce newcomers to the sport , '' said RBFF President & CEO Frank Peterson .",happy working rapala encourage boater angler introduce newcomer sport said rbff president ceo frank peterson,2
positive,`` We are pleased to welcome Tapeks Noma into Cramo group .,pleased welcome tapeks noma cramo group,2
neutral,"An  of the invention , released by the Patent Office , said : `` A non-coherent search matrix is formed of said correlation function matrix .",invention released patent office said noncoherent search matrix formed said correlation function matrix,1
neutral,"As with other stakeholders , COMPTEL has been involved in the workshops , meetings and filed comments on the issues of greatest importance to the competitive sector of our industry .",stakeholder comptel involved workshop meeting filed comment issue greatest importance competitive sector industry,1
neutral,"ASPO Plc STOCK EXCHANGE BULLETIN October 24 , 2006 at 2:00 p.m. Aspo Systems Division has completed the statutory negotiations , as required under the Act on Co-Operation Within Undertakings , conducted as part of the action plan launched in August .",aspo plc stock exchange bulletin october pm aspo system division completed statutory negotiation required act cooperation within undertaking conducted part action plan launched august,1
neutral,Being successful requires providing a level of quality that satisfies our customers and partners .,successful requires providing level quality satisfies customer partner,1
neutral,Both companies will keep their commercial independence and continue to market their traditional products individually .,company keep commercial independence continue market traditional product individually,1
positive,CDLI highlights the companies that provided the most comprehensive response to the Carbon Disclosure Project CDP information request .,cdli highlight company provided comprehensive response carbon disclosure project cdp information request,2
neutral,City CU Welcomes DART Members DALLAS-City CU welcomes the members of DART FCU as they merge with City CU .,city cu welcome dart member dallascity cu welcome member dart fcu merge city cu,1
neutral,"City24 users can search for homes and properties in all areas where City24 is active , even outside their own country .",city user search home property area city active even outside country,1
neutral,"Enclosed is Affecto 's call for Extraordinary General Meeting to be held on July 10th where the main agenda is to approve the authorization to the Board for the proposed share issue related to the Component Software acquisition , and to elect Haakon Skaarer to the Affecto board .",enclosed affecto call extraordinary general meeting held july th main agenda approve authorization board proposed share issue related component software acquisition elect haakon skaarer affecto board,1
neutral,Europe however remains an important and strong market for us .,europe however remains important strong market u,1
neutral,"Founded in 1994 , the company uses a six-step , time-focused , collaborative project approach to improve financial institutions ' revenue streams .",founded company us sixstep timefocused collaborative project approach improve financial institution revenue stream,1
neutral,Homeowners across North America have green experiences to share from cost savings to clean and eco-friendly heating .,homeowner across north america green experience share cost saving clean ecofriendly heating,1
neutral,"It includes the company 's new , highly powerful , compact and scalable Flexi Multiradio 10 Base Station .",includes company new highly powerful compact scalable flexi multiradio base station,1
neutral,"It is profitable to make pulp , paper , and sawn goods in areas where the combination of these factors is good .",profitable make pulp paper sawn good area combination factor good,1
neutral,Kesko www.kesko.fi is a Finnish retail specialist whose stores offer quality to the daily lives of consumers through valued products and services at competitive prices .,kesko wwwkeskofi finnish retail specialist whose store offer quality daily life consumer valued product service competitive price,1
neutral,"LIGHTS OUT Before curfew , curl up with the latest bestseller and treat your eyes to the perfect reading light from Luceplan .",light curfew curl latest bestseller treat eye perfect reading light luceplan,1
positive,"Luxembourg-registered investment fund Amber Trust II has won the final approval of Lithuania 's Competition Council to acquire 29.6 percent of Sanitas , the country 's largest pharmaceutical producer .",luxembourgregistered investment fund amber trust ii final approval lithuania competition council acquire percent sanitas country largest pharmaceutical producer,2
neutral,Nokia said the outcome was a `` fair and responsible social plan . '',nokia said outcome fair responsible social plan,1
neutral,"Nurminen Logistics provides high-quality logistics services , such as railway transports , terminal services , forwarding , special and heavy transports and medical transports .",nurminen logistics provides highquality logistics service railway transport terminal service forwarding special heavy transport medical transport,1
neutral,"Panostaja treats its negotiating partners , such as entrepreneurs selling their life s work and newcomer entrepreneurs seeking a career , fairly , justly and according to the law .",panostaja treat negotiating partner entrepreneur selling life work newcomer entrepreneur seeking career fairly justly according law,1
neutral,"Patrick Jeambar will also continue being responsible for Innovation and Health , safety and environment HSEA functions of Ahlstrom Corporation .",patrick jeambar also continue responsible innovation health safety environment hsea function ahlstrom corporation,1
neutral,"s NASDAQ OMX : GEO1V , GyPSii business unit , developers of the award-winning GyPSii mobile social networking application , today announced its availability as a free download via the Samsung Mobile Applications Store .",nasdaq omx geov gypsii business unit developer awardwinning gypsii mobile social networking application today announced availability free download via samsung mobile application store,1
neutral,"Sami Sepp+�nen , CEO for Elisa Eesti , says the novel network allows fast mobile broadband for sparsely populated areas .",sami sepp�nen ceo elisa eesti say novel network allows fast mobile broadband sparsely populated area,1
neutral,Sanoma Corporation wants a new and better frequency for the Helsinki metropolitan area .,sanoma corporation want new better frequency helsinki metropolitan area,1
neutral,"Sanoma Learning & Literature , offering print and digital learning materials , is present in eleven countries .",sanoma learning literature offering print digital learning material present eleven country,1
positive,"The adapter , awarded with the `` Certified Integration for SAP -� ; NetWeaver '' endorsement , integrates Basware s invoice automation and procurement solutions with more than 200 different ERP systems .",adapter awarded certified integration sap � netweaver endorsement integrates basware invoice automation procurement solution different erp system,2
positive,The Commission is to be applauded for applying a fact-based and data-driven approach and for providing clarity for future petitions .,commission applauded applying factbased datadriven approach providing clarity future petition,2
positive,"The company , which celebrates its fiftieth anniversary next year , has been exporting distinctive detached homes to Central Europe for several decades .",company celebrates fiftieth anniversary next year exporting distinctive detached home central europe several decade,2
neutral,The contract covers new energy-efficient AC drives that have been designed in cooperation between the companies .,contract cover new energyefficient ac drive designed cooperation company,1
neutral,"The Costanza light , with an aluminum base and washable shade , comes in white , pistachio , orange , blue and red .",costanza light aluminum base washable shade come white pistachio orange blue red,1
positive,The energy-efficient data center will be built by combining an effective energy solution with state-of-the-art technology .,energyefficient data center built combining effective energy solution stateoftheart technology,2
neutral,"The familiar blue , white , and red HK seal has received a more authentic look .",familiar blue white red hk seal received authentic look,1
negative,The Finnish daily Kauppalehti surmises that Finnish supplier Rautaruukki has raised its prices above Aker 's comfort zone .,finnish daily kauppalehti surmise finnish supplier rautaruukki raised price aker comfort zone,0
neutral,"The method utilises waterborne Ultra products , giving protection to wooden surfaces in an industrial painting process whereby two layers of top coat are applied on exterior wooden panels and boards without a separate primer .",method utilises waterborne ultra product giving protection wooden surface industrial painting process whereby two layer top coat applied exterior wooden panel board without separate primer,1
neutral,"The most popular paper by far was Kesko 's loyal customer magazine Pirkka with 2,462,000 readers .",popular paper far kesko loyal customer magazine pirkka reader,1
neutral,"The process , technology , project management , basic engineering and quality assurance within Forest Industry will be consolidated in Vantaa , southern Finland .",process technology project management basic engineering quality assurance within forest industry consolidated vantaa southern finland,1
neutral,The smaller molecules improve the grip of the tyre at top-speed driving .,smaller molecule improve grip tyre topspeed driving,1
positive,The social plan negotiations were part of the three year turn-around program which is expected to ensure Salomon 's future competitiveness .,social plan negotiation part three year turnaround program expected ensure salomon future competitiveness,2
neutral,"The tests , conducted at Nokia Siemens ' LTE center of competence in Espoo , Finland , follow the company 's production start of LTE-ready Flexi Multiradio Base Stations for the 800 MHz band in April 2010 , and complement earlier tests with Nokia on the 2100 MHz and 2600 MHz bands .",test conducted nokia siemens lte center competence espoo finland follow company production start lteready flexi multiradio base station mhz band april complement earlier test nokia mhz mhz band,1
neutral,The tool is a patent pending design that allows consumers to lay out their entire project on a removable plate using multiple clear stamps of any kind .,tool patent pending design allows consumer lay entire project removable plate using multiple clear stamp kind,1
neutral,The use case dramatically narrows if you go only with the hot s Ltd.,use case dramatically narrow go hot ltd,1
neutral,"The vessels also have to be environmentally friendly , fast , and have all modern conveniences .",vessel also environmentally friendly fast modern convenience,1
neutral,"Thus , SysOpen Digia has , in accordance with Chapter 14 Section 21 of the Finnish Companies Act 29.9.1978 - 734 , obtained title to all the shares of Sentera that are to be redeemed .",thus sysopen digia accordance chapter section finnish company act obtained title share sentera redeemed,1
neutral,Today the orange scissors are the iconic symbol of the excellent ergonomic design and superior quality associated with every product from Fiskars .,today orange scissors iconic symbol excellent ergonomic design superior quality associated every product fiskars,1
neutral,"We have sound experience of project deliveries for large multi-purpose complexes and sports arenas '' , says Sami Eronen , SVP , Infrastructure and Northern Europe , Ruukki Construction .",sound experience project delivery large multipurpose complex sport arena say sami eronen svp infrastructure northern europe ruukki construction,1
neutral,"Weber convinced his friend Ray Ostrom , who owned a Lake Street sporting goods store , to sell the lures .",weber convinced friend ray ostrom owned lake street sporting good store sell lure,1
positive,"Nokia , which has a strong track record in the lower-end handset market , said in July its touch-screen offering would come this year and be cheaper than rival models in order to tap into a higher-volume market .",nokia strong track record lowerend handset market said july touchscreen offering would come year cheaper rival model order tap highervolume market,2
positive,"We aim to ensure that Vacon is in good shape when capital expenditure starts to pick up again , '' comments Vacon Plc President and CEO Vesa Laisi .",aim ensure vacon good shape capital expenditure start pick comment vacon plc president ceo vesa laisi,2
negative,"Shares in Royal and Sun Alliance continued to slide back from a 12-month high of 172p last month , after a potential suitor ruled itself out of a takeover bid .",share royal sun alliance continued slide back month high p last month potential suitor ruled takeover bid,0
negative,"Managing Director 's comments : `` Net sales for the first quarter were notably lower than a year before , especially in Finland , Russia and the Baltic countries .",managing director comment net sale first quarter notably lower year especially finland russia baltic country,0
positive,"Sales climbed 19.2 pct to 1.002 bln eur , surpassing the 953 mln eur consensus figure .",sale climbed pct bln eur surpassing mln eur consensus figure,2
positive,"Suominen Corporation estimates that the cost-cutting program that started in autumn 2005 , higher sales prices , and expected growth in volume of Wet Wipes , will make the company 's operations more profitable .",suominen corporation estimate costcutting program started autumn higher sale price expected growth volume wet wipe make company operation profitable,2
positive,"In a release , the Company said that Vocollect T2 customers in North America can now take advantage of its Voice Directed Warehousing solution and increase warehouse efficiency and productivity gains at a discounted price .",release company said vocollect customer north america take advantage voice directed warehousing solution increase warehouse efficiency productivity gain discounted price,2
neutral,"Marimekko makes all sorts of colorful little impulse buys `` umbrellas , baby bibs , change purses `` and they 're all for sale , the better to take advantage of shoppers who ca n't commit to furniture but want a piece of the action .",marimekko make sort colorful little impulse buy umbrella baby bib change purse sale better take advantage shopper ca nt commit furniture want piece action,1
